"","clm","veh_value","exposure","veh_body","veh_age","gender","area","agecat"
"3917",1,2.68,0.8843258042,"SEDAN",1,"F","E",4
"3918",0,2.45,0.6269678302,"SEDAN",2,"M","A",4
"3919",1,2.5,0.8323066393,"HDTOP",1,"F","C",4
"3920",0,1.37,0.4161533196,"HBACK",2,"F","A",4
"3921",0,1.12,0.2080766598,"HBACK",2,"F","E",3
"3922",0,1.65,0.3093771389,"SEDAN",1,"F","C",2
"3923",0,0.44,0.1861738535,"SEDAN",4,"M","A",5
"3924",0,0.34,0.501026694,"SEDAN",4,"F","A",3
"3925",0,2.23,0.2902121834,"SEDAN",2,"M","B",4
"3926",0,3.39,0.501026694,"STNWG",3,"F","A",2
"3927",0,1.72,0.2327173169,"SEDAN",1,"F","E",2
"3928",0,7.51,0.8323066393,"COUPE",3,"F","B",5
"3929",0,4.46,0.372347707,"TRUCK",1,"M","D",5
"3930",0,0.5,0.9062286105,"HBACK",4,"F","E",6
"3931",0,1.59,0.7008898015,"SEDAN",3,"M","C",6
"3932",0,1.5,0.9062286105,"HDTOP",3,"F","A",2
"3933",0,1.53,0.0930869268,"UTE",4,"F","D",3
"3934",0,1.54,0.2080766598,"SEDAN",3,"M","C",4
"3935",1,2.3,0.2080766598,"STNWG",3,"F","A",3
"3936",0,3.26,0.2902121834,"STNWG",2,"M","B",3
"3937",0,0.73,0.7063655031,"MIBUS",4,"F","C",3
"3938",0,1.17,0.9062286105,"HBACK",3,"F","C",2
"3939",0,1.56,0.6269678302,"SEDAN",2,"F","B",5
"3940",0,1.97,0.9062286105,"STNWG",2,"F","A",5
"3941",0,11.49,0.8323066393,"SEDAN",1,"M","A",3
"3942",1,2.34,0.772073922,"MIBUS",4,"F","E",4
"3943",0,5.44,0.8268309377,"CONVT",4,"F","E",5
"3944",0,1.22,0.501026694,"UTE",4,"M","D",3
"3945",0,1.17,0.1642710472,"HBACK",2,"F","C",2
"3946",0,1.13,0.386036961,"STNWG",4,"M","B",2
"3947",0,2.5,0.1806981519,"STNWG",2,"F","A",5
"3948",0,1.39,0.681724846,"SEDAN",3,"F","C",4
"3949",0,2.89,0.3312799452,"STNWG",3,"M","A",2
"3950",0,1.24,0.1505817933,"PANVN",4,"F","A",6
"3951",1,1.41,0.4900752909,"SEDAN",2,"F","A",1
"3952",0,1.44,0.6269678302,"STNWG",3,"M","A",5
"3953",0,2.5,0.2902121834,"SEDAN",2,"M","C",2
"3954",0,1.5,0.0082135524,"SEDAN",2,"F","A",3
"3955",0,1.36,0.3175906913,"STNWG",3,"F","C",3
"3956",0,1.66,0.2080766598,"SEDAN",3,"M","E",3
"3957",0,1.72,0.2299794661,"SEDAN",1,"M","E",3
"3958",0,1.78,0.9034907598,"SEDAN",3,"M","C",6
"3959",0,1.28,0.1916495551,"STNWG",4,"M","D",3
"3960",0,2.12,0.8323066393,"STNWG",4,"M","E",2
"3961",0,2.96,0.2299794661,"STNWG",1,"M","D",3
"3962",0,2.85,0.0930869268,"STNWG",2,"M","A",4
"3963",0,1.16,0.2518822724,"SEDAN",4,"M","C",3
"3964",0,0.72,0.9938398357,"SEDAN",4,"M","C",4
"3965",0,2.28,0.2546201232,"HBACK",2,"F","C",3
"3966",0,0.79,0.1971252567,"SEDAN",4,"M","D",2
"3967",0,1.13,0.2902121834,"STNWG",3,"F","C",3
"3968",0,1.28,0.2902121834,"TRUCK",4,"M","D",3
"3969",0,1.76,0.7693360712,"SEDAN",2,"M","C",1
"3970",0,2.88,0.0136892539,"STNWG",3,"M","F",2
"3971",0,1.25,0.977412731,"STNWG",4,"F","D",3
"3972",0,0.89,0.3230663929,"HBACK",3,"M","B",2
"3973",0,2.74,0.3422313484,"STNWG",1,"M","A",3
"3974",0,1.23,0.0054757016,"HBACK",2,"F","A",4
"3975",0,1.47,0.0082135524,"HBACK",1,"M","D",4
"3976",1,3.22,0.9993155373,"UTE",2,"F","C",1
"3977",0,0.95,0.3258042437,"SEDAN",3,"F","A",4
"3978",0,1.21,0.7693360712,"HBACK",3,"F","B",2
"3979",0,1.22,0.8323066393,"HBACK",2,"F","E",6
"3980",0,2.11,0.2902121834,"SEDAN",2,"M","C",5
"3981",0,1.28,0.4216290212,"HBACK",2,"M","C",1
"3982",0,5.08,0.7091033539,"STNWG",3,"M","A",3
"3983",0,1.47,0.8323066393,"HBACK",1,"F","C",4
"3984",0,2.76,0.5092402464,"STNWG",2,"F","A",4
"3985",0,0.67,0.59137577,"SEDAN",4,"M","A",6
"3986",1,2.38,0.8295687885,"STNWG",3,"F","B",3
"3987",0,4.78,0.8049281314,"STNWG",1,"F","A",5
"3988",0,4.149,0.3312799452,"STNWG",1,"F","C",5
"3989",0,2.75,0.2272416153,"STNWG",1,"F","B",3
"3990",0,2.32,0.7091033539,"SEDAN",2,"F","C",2
"3991",0,1.1,0.2929500342,"SEDAN",3,"F","A",3
"3992",0,1.26,0.9062286105,"SEDAN",4,"M","B",4
"3993",0,0.91,0.2108145106,"SEDAN",3,"F","C",6
"3994",0,0.74,0.7091033539,"SEDAN",4,"M","A",4
"3995",0,1.42,0.2299794661,"PANVN",3,"M","C",4
"3996",0,0.19,0.8952772074,"HBACK",4,"M","C",6
"3997",0,0.64,0.1040383299,"TRUCK",4,"M","D",6
"3998",0,1.49,0.8952772074,"SEDAN",3,"M","D",5
"3999",0,0.39,0.8952772074,"SEDAN",4,"F","D",6
"4000",0,1.85,0.8952772074,"STNWG",4,"M","C",4
"4001",0,0.84,0.6242299795,"HBACK",3,"F","D",5
"4002",0,0.37,0.0958247775,"HBACK",4,"F","E",5
"4003",0,0.71,0.8952772074,"UTE",4,"M","E",5
"4004",0,2.51,0.8952772074,"STNWG",1,"F","B",5
"4005",0,1.27,0.8952772074,"HBACK",1,"F","D",6
"4006",0,2.05,0.8952772074,"STNWG",3,"M","C",6
"4007",0,2.04,0.8952772074,"UTE",4,"M","B",6
"4008",0,0.74,0.5393566051,"SEDAN",4,"F","C",2
"4009",0,1.26,0.8952772074,"HBACK",2,"M","D",5
"4010",0,1.29,0.8952772074,"SEDAN",3,"M","C",6
"4011",0,2.05,0.8268309377,"SEDAN",1,"F","A",5
"4012",0,1.6,0.8980150582,"SEDAN",3,"M","A",5
"4013",1,0.58,0.1341546886,"COUPE",4,"F","A",6
"4014",0,1.86,0.5229295003,"SEDAN",1,"F","A",2
"4015",1,1.61,0.8952772074,"SEDAN",2,"M","C",5
"4016",0,0.67,0.8952772074,"SEDAN",4,"F","A",4
"4017",0,2.03,0.8952772074,"STNWG",3,"F","E",6
"4018",0,0.85,0.8952772074,"HBACK",3,"M","C",6
"4019",0,3.4,0.2902121834,"STNWG",2,"F","D",5
"4020",0,2.09,0.6269678302,"HBACK",2,"F","B",4
"4021",0,0.88,0.8952772074,"HBACK",3,"M","B",3
"4022",0,3.3,0.8323066393,"UTE",2,"M","C",2
"4023",0,1.77,0.1149897331,"HBACK",3,"M","C",4
"4024",0,1.21,0.1040383299,"COUPE",4,"F","E",3
"4025",0,2.88,0.7693360712,"STNWG",1,"M","C",4
"4026",0,1.57,0.8952772074,"HBACK",2,"F","C",4
"4027",0,1.78,0.6269678302,"SEDAN",2,"F","C",1
"4028",0,1.92,0.1040383299,"SEDAN",2,"M","A",3
"4029",0,0.45,0.1040383299,"HBACK",4,"F","C",2
"4030",0,0.9,0.8952772074,"HDTOP",4,"M","E",3
"4031",0,1.75,0.2902121834,"SEDAN",2,"F","D",5
"4032",0,2.95,0.1040383299,"STNWG",3,"M","B",3
"4033",0,1.01,0.8952772074,"HBACK",4,"F","C",5
"4034",0,1.03,0.8952772074,"HBACK",4,"F","B",5
"4035",0,1.43,0.2984257358,"SEDAN",3,"M","B",5
"4036",0,1.13,0.8952772074,"TRUCK",4,"M","C",4
"4037",0,2.9,0.7775496235,"SEDAN",1,"F","C",5
"4038",0,1.6835,0.1040383299,"HBACK",1,"F","E",5
"4039",0,2.94,0.8952772074,"STNWG",3,"M","C",3
"4040",0,3.78,0.8952772074,"STNWG",1,"F","A",5
"4041",0,1.14,0.8952772074,"SEDAN",3,"F","E",6
"4042",0,1.16,0.1040383299,"SEDAN",4,"M","B",6
"4043",0,0.59,0.1040383299,"SEDAN",4,"M","C",4
"4044",0,3.91,0.9062286105,"STNWG",2,"F","C",3
"4045",0,1.93,0.4353182752,"SEDAN",2,"F","E",5
"4046",0,1.22,0.8952772074,"STNWG",4,"M","E",6
"4047",0,3.099,0.9993155373,"SEDAN",1,"F","B",5
"4048",0,1.18,0.8980150582,"SEDAN",3,"F","B",6
"4049",0,0.82,0.8952772074,"SEDAN",4,"F","B",6
"4050",0,1.29,0.7364818617,"SEDAN",3,"F","D",2
"4051",0,2.06,0.0438056126,"STNWG",2,"F","B",2
"4052",0,1.42,0.8952772074,"STNWG",4,"F","B",4
"4053",0,1.21,0.1040383299,"SEDAN",4,"F","B",5
"4054",0,1.54,0.3121149897,"SEDAN",1,"F","E",2
"4055",0,0.74,0.8952772074,"SEDAN",4,"F","E",6
"4056",0,1.89,0.8952772074,"SEDAN",2,"F","D",6
"4057",0,2.199,0.1040383299,"SEDAN",1,"F","E",6
"4058",0,1.18,0.8952772074,"SEDAN",3,"M","C",4
"4059",1,1.23,0.8952772074,"HBACK",2,"F","A",5
"4060",0,1.71,0.8186173853,"HBACK",1,"F","F",2
"4061",0,1.47,0.1040383299,"SEDAN",3,"M","D",2
"4062",0,1.6,0.8952772074,"STNWG",4,"F","C",5
"4063",0,2.34,0.7364818617,"PANVN",2,"F","C",3
"4064",0,1.72,0.8952772074,"SEDAN",2,"M","A",3
"4065",0,0.54,0.8952772074,"HBACK",4,"F","C",5
"4066",1,0.44,0.8323066393,"HBACK",4,"F","C",2
"4067",0,1.07,0.9993155373,"SEDAN",2,"F","C",2
"4068",0,1.63,0.8980150582,"HDTOP",3,"M","C",3
"4069",0,1.98,0.1916495551,"SEDAN",2,"F","C",3
"4070",0,1.66,0.8952772074,"SEDAN",2,"F","C",5
"4071",0,1.03,0.4052019165,"HBACK",3,"F","C",5
"4072",0,0.41,0.8952772074,"SEDAN",4,"F","A",4
"4073",0,1.54,0.1177275838,"SEDAN",2,"F","A",5
"4074",0,0.87,0.8323066393,"HBACK",3,"F","B",2
"4075",0,3.14,0.6680355921,"STNWG",3,"F","A",6
"4076",0,1.23,0.8952772074,"HBACK",2,"F","E",3
"4077",0,1.18,0.8952772074,"SEDAN",3,"M","A",6
"4078",0,8.85,0.8952772074,"CONVT",2,"F","A",4
"4079",0,1.5,0.052019165,"UTE",4,"F","B",3
"4080",0,1.28,0.3093771389,"TRUCK",4,"M","F",3
"4081",1,1.3,0.7145790554,"HBACK",2,"F","A",1
"4082",0,1.45,0.1149897331,"SEDAN",3,"F","C",2
"4083",0,1.33,0.2902121834,"HBACK",2,"F","C",2
"4084",0,1.18,0.8952772074,"SEDAN",3,"F","B",6
"4085",0,1.07,0.0410677618,"HBACK",2,"F","B",1
"4086",0,0.45,0.128678987,"HBACK",4,"F","B",3
"4087",0,0.84,0.1149897331,"HBACK",3,"F","A",2
"4088",0,1.33,0.8952772074,"UTE",3,"M","A",2
"4089",0,1.17,0.6269678302,"STNWG",4,"F","B",2
"4090",1,3.06,0.8323066393,"STNWG",3,"M","D",2
"4091",0,2.78,0.9911019849,"STNWG",2,"F","A",1
"4092",0,1.6,0.2299794661,"HBACK",2,"M","B",5
"4093",0,1.26,0.9993155373,"HBACK",2,"F","C",4
"4094",0,1.71,0.8295687885,"HBACK",1,"M","C",4
"4095",0,1.549,0.9993155373,"HBACK",1,"F","C",4
"4096",0,2.17,0.7693360712,"UTE",3,"M","E",1
"4097",0,0.84,0.0082135524,"SEDAN",3,"M","B",4
"4098",0,1.69,0.8323066393,"STNWG",4,"M","C",1
"4099",0,1.27,0.6379192334,"HBACK",1,"F","C",2
"4100",0,2.05,0.8323066393,"HBACK",3,"M","B",1
"4101",0,1.04,0.7830253251,"HBACK",2,"F","B",4
"4102",0,1.36,0.6242299795,"HBACK",2,"F","D",5
"4103",0,2.8,0.1204654346,"STNWG",4,"F","A",4
"4104",0,1.61,0.6269678302,"HBACK",2,"M","C",6
"4105",0,1.17,0.6269678302,"SEDAN",3,"M","B",2
"4106",0,4.89,0.3230663929,"STNWG",2,"F","E",1
"4107",0,1.33,0.9911019849,"HBACK",2,"F","C",4
"4108",0,0.68,0.2902121834,"STNWG",4,"F","C",2
"4109",0,3.01,0.2847364819,"UTE",2,"M","D",3
"4110",0,1.72,0.6269678302,"SEDAN",2,"M","E",4
"4111",0,2.05,0.0246406571,"COUPE",2,"F","A",5
"4112",0,1.24,0.2299794661,"HBACK",1,"F","A",1
"4113",0,1.46,0.8323066393,"STNWG",4,"M","B",2
"4114",1,1.14,0.9062286105,"UTE",4,"M","C",4
"4115",0,4,0.7008898015,"STNWG",2,"M","B",4
"4116",0,4.7,0.8240930869,"STNWG",1,"F","B",3
"4117",0,1.86,0.7008898015,"SEDAN",2,"M","A",4
"4118",0,0.94,0.8323066393,"SEDAN",4,"F","B",2
"4119",0,1.26,0.9062286105,"HBACK",2,"F","C",3
"4120",0,2.14,0.2984257358,"UTE",4,"F","E",5
"4121",0,0.48,0.8323066393,"HBACK",4,"M","F",3
"4122",0,0.46,0.8323066393,"STNWG",4,"F","A",4
"4123",0,1.8,0.7693360712,"HBACK",2,"M","C",2
"4124",0,0.5,0.2299794661,"STNWG",4,"F","E",2
"4125",0,2.67,0.8323066393,"SEDAN",1,"M","A",4
"4126",0,1.29,0.4271047228,"TRUCK",3,"M","D",4
"4127",0,0.83,0.8323066393,"SEDAN",3,"M","D",3
"4128",0,1.98,0.372347707,"SEDAN",2,"F","A",4
"4129",0,0.43,0.295687885,"SEDAN",4,"M","C",6
"4130",0,1.91,0.3942505133,"SEDAN",2,"F","B",5
"4131",0,1.61,0.2299794661,"SEDAN",2,"M","A",6
"4132",0,2.65,0.257357974,"SEDAN",1,"M","B",5
"4133",0,1.63,0.3942505133,"HBACK",2,"M","C",6
"4134",1,1.06,0.2655715263,"HBACK",4,"F","C",2
"4135",0,1.48,0.3942505133,"HBACK",1,"M","C",6
"4136",0,3.58,0.3942505133,"UTE",1,"F","D",4
"4137",0,2.51,0.3285420945,"SEDAN",1,"M","B",5
"4138",0,1.16,0.8323066393,"HBACK",3,"F","D",3
"4139",0,3.86,0.3942505133,"UTE",1,"M","E",5
"4140",0,0.43,0.3942505133,"HBACK",4,"F","B",6
"4141",0,1.68,0.2929500342,"HBACK",1,"F","C",6
"4142",0,2.4,0.8843258042,"STNWG",4,"F","F",2
"4143",0,1.42,0.3942505133,"UTE",3,"M","A",6
"4144",0,1.41,0.038329911,"SEDAN",3,"F","C",5
"4145",0,0.44,0.3942505133,"HBACK",4,"M","A",3
"4146",0,1.37,0.3942505133,"HBACK",1,"M","B",6
"4147",1,0.88,0.3942505133,"SEDAN",3,"F","D",6
"4148",0,0.29,0.3942505133,"SEDAN",4,"F","C",5
"4149",0,0.67,0.0082135524,"STNWG",4,"F","C",4
"4150",0,3.529,0.4106776181,"UTE",1,"M","E",4
"4151",0,1.91,0.605065024,"SEDAN",2,"F","B",4
"4152",0,2.76,0.8323066393,"HBACK",1,"F","D",4
"4153",0,0.95,0.6981519507,"SEDAN",4,"F","B",5
"4154",0,2.09,0.3942505133,"UTE",3,"M","F",6
"4155",0,2.1,0.0930869268,"UTE",4,"F","E",3
"4156",0,1.66,0.3942505133,"SEDAN",2,"M","C",3
"4157",0,0.46,0.3942505133,"HBACK",4,"F","C",6
"4158",0,1.29,0.3942505133,"SEDAN",3,"M","A",6
"4159",0,0.99,0.605065024,"STNWG",4,"F","C",4
"4160",1,5.27,0.3942505133,"STNWG",2,"F","D",6
"4161",0,3.36,0.3942505133,"STNWG",2,"F","A",5
"4162",0,0.37,0.3942505133,"SEDAN",4,"F","A",4
"4163",0,0.72,0.3942505133,"HBACK",3,"M","C",5
"4164",0,1.06,0.605065024,"HBACK",4,"F","A",5
"4165",0,2.88,0.3942505133,"STNWG",1,"M","A",3
"4166",0,0.78,0.605065024,"SEDAN",4,"F","B",3
"4167",0,1.03,0.3942505133,"HBACK",3,"F","A",5
"4168",0,1.75,0.2272416153,"SEDAN",2,"M","B",2
"4169",0,5.77,0.3942505133,"STNWG",1,"F","D",4
"4170",0,2.09,0.605065024,"STNWG",3,"F","C",4
"4171",0,0.45,0.3942505133,"SEDAN",4,"F","C",6
"4172",0,0.61,0.3942505133,"PANVN",4,"M","C",3
"4173",0,0.53,0.3942505133,"HBACK",4,"F","C",4
"4174",1,1.78,0.3942505133,"SEDAN",2,"F","C",4
"4175",0,0.55,0.605065024,"STNWG",4,"M","C",4
"4176",0,0.58,0.3942505133,"SEDAN",4,"M","A",4
"4177",0,1.65,0.605065024,"SEDAN",3,"F","D",4
"4178",1,1.65,0.605065024,"SEDAN",2,"F","B",3
"4179",1,2.13,0.3942505133,"SEDAN",2,"F","C",6
"4180",0,1.5,0.0930869268,"HBACK",2,"F","B",3
"4181",0,0.85,0.1040383299,"HBACK",3,"F","B",1
"4182",0,1,0.605065024,"HBACK",3,"M","B",6
"4183",0,1.39,0.3942505133,"STNWG",4,"M","A",3
"4184",0,0.44,0.3942505133,"HBACK",4,"M","B",6
"4185",0,1.86,0.5092402464,"STNWG",4,"M","D",4
"4186",0,1.08,0.3942505133,"COUPE",4,"M","B",1
"4187",0,0.41,0.0848733744,"SEDAN",4,"F","D",2
"4188",0,0.45,0.3942505133,"SEDAN",4,"F","A",3
"4189",0,2.6,0.605065024,"STNWG",2,"F","B",3
"4190",0,0.54,0.605065024,"HBACK",4,"F","A",4
"4191",0,1.85,0.3942505133,"SEDAN",3,"F","B",3
"4192",0,2.15,0.3942505133,"SEDAN",2,"F","A",4
"4193",0,1.38,0.3942505133,"SEDAN",2,"F","C",2
"4194",0,1.06,0.605065024,"HBACK",4,"F","C",4
"4195",0,1.23,0.1341546886,"HBACK",2,"F","A",6
"4196",0,0.77,0.1149897331,"MIBUS",4,"M","A",2
"4197",0,4.44,0.0082135524,"STNWG",1,"M","E",5
"4198",0,1.79,0.1341546886,"SEDAN",2,"M","A",4
"4199",0,1.07,0.0930869268,"HBACK",3,"F","C",5
"4200",0,0.44,0.1341546886,"STNWG",4,"M","B",4
"4201",0,1.61,0.0821355236,"STNWG",4,"F","B",3
"4202",1,0.81,0.4325804244,"HBACK",4,"F","D",2
"4203",0,1.69,0.1341546886,"SEDAN",2,"M","E",6
"4204",0,1.72,0.8651608487,"SEDAN",2,"M","C",6
"4205",0,0.81,0.3394934976,"SEDAN",4,"F","A",2
"4206",0,0.83,0.6954140999,"SEDAN",3,"F","A",4
"4207",0,0.46,0.1341546886,"SEDAN",4,"F","A",5
"4208",0,0.73,0.605065024,"HBACK",4,"F","C",5
"4209",0,1.61,0.0492813142,"SEDAN",3,"F","A",2
"4210",0,1,0.5995893224,"HBACK",3,"M","F",6
"4211",0,1.88,0.1341546886,"STNWG",2,"F","A",6
"4212",1,2.66,0.8651608487,"STNWG",3,"M","A",5
"4213",0,0.66,0.1341546886,"SEDAN",4,"M","C",6
"4214",0,3.34,0.3942505133,"STNWG",3,"M","C",3
"4215",0,2.66,0.501026694,"TRUCK",3,"M","D",2
"4216",0,0.71,0.3942505133,"STNWG",4,"F","C",6
"4217",0,1.01,0.3942505133,"HBACK",2,"F","F",4
"4218",0,5.499,0.8268309377,"STNWG",1,"F","F",3
"4219",0,1.48,0.1341546886,"SEDAN",3,"M","D",6
"4220",0,1.46,0.2299794661,"HBACK",2,"F","E",2
"4221",0,0.79,0.3942505133,"SEDAN",4,"F","A",4
"4222",0,1.63,0.3942505133,"STNWG",2,"M","C",3
"4223",0,1.39,0.8651608487,"TRUCK",3,"M","A",4
"4224",0,0.55,0.3449691992,"SEDAN",4,"F","B",1
"4225",0,1.16,0.3942505133,"UTE",4,"F","E",3
"4226",0,0.51,0.1341546886,"HBACK",4,"M","B",5
"4227",0,3.48,0.1341546886,"STNWG",2,"F","F",4
"4228",1,2.66,0.2874743326,"STNWG",2,"M","B",3
"4229",0,1.01,0.1341546886,"SEDAN",3,"F","E",3
"4230",0,2.48,0.8651608487,"SEDAN",1,"M","C",3
"4231",0,1.49,0.8843258042,"UTE",2,"M","B",2
"4232",0,0.38,0.1341546886,"HBACK",4,"F","A",4
"4233",0,2.77,0.1341546886,"STNWG",3,"F","A",3
"4234",0,2.72,0.1149897331,"STNWG",3,"M","E",1
"4235",0,1.1,0.8651608487,"SEDAN",3,"F","A",3
"4236",0,1.54,0.2245037645,"SEDAN",3,"F","A",2
"4237",0,1.89,0.8651608487,"SEDAN",2,"F","A",5
"4238",0,2.09,0.1341546886,"STNWG",3,"F","C",5
"4239",0,0.74,0.1341546886,"STNWG",4,"M","B",6
"4240",0,1.22,0.1341546886,"HBACK",3,"M","A",6
"4241",0,1.98,0.1341546886,"MIBUS",3,"M","D",4
"4242",0,1.78,0.1341546886,"SEDAN",2,"M","B",6
"4243",1,4.8,0.8651608487,"HDTOP",1,"M","A",1
"4244",0,0.54,0.9993155373,"SEDAN",4,"F","D",4
"4245",0,1.3,0.219028063,"HBACK",1,"F","C",6
"4246",0,0.84,0.1341546886,"HBACK",3,"F","C",6
"4247",0,2.57,0.0082135524,"HDTOP",2,"F","B",3
"4248",0,0.89,0.4325804244,"SEDAN",3,"M","C",2
"4249",0,1.22,0.1341546886,"HBACK",3,"F","A",6
"4250",0,1.37,0.1341546886,"STNWG",4,"F","A",4
"4251",0,1.04,0.1341546886,"SEDAN",3,"F","A",5
"4252",0,0.83,0.501026694,"UTE",4,"M","E",2
"4253",0,1.13,0.501026694,"HBACK",2,"M","B",2
"4254",0,0.26,0.1341546886,"SEDAN",4,"F","D",6
"4255",0,0.94,0.8651608487,"SEDAN",4,"F","A",2
"4256",0,2.18,0.4161533196,"UTE",1,"M","E",3
"4257",0,1.03,0.1341546886,"SEDAN",3,"F","B",4
"4258",0,2.99,0.1916495551,"STNWG",3,"F","E",2
"4259",0,1.77,0.8651608487,"STNWG",4,"M","C",4
"4260",0,2.85,0.8651608487,"TRUCK",3,"M","E",2
"4261",0,2.93,0.501026694,"STNWG",1,"F","B",3
"4262",0,1.15,0.1341546886,"STNWG",4,"F","D",5
"4263",0,3.04,0.1341546886,"STNWG",1,"M","E",3
"4264",0,2.5,0.1341546886,"STNWG",2,"F","D",5
"4265",0,1.29,0.0876112252,"SEDAN",3,"M","A",3
"4266",0,0.84,0.090349076,"HBACK",4,"F","B",4
"4267",0,1.88,0.8651608487,"STNWG",3,"F","B",2
"4268",0,1.03,0.1341546886,"SEDAN",3,"F","C",5
"4269",0,1.72,0.1341546886,"STNWG",3,"M","C",4
"4270",0,1.5,0.0082135524,"SEDAN",2,"F","B",5
"4271",0,1.79,0.0082135524,"HBACK",1,"F","A",1
"4272",0,0.85,0.2984257358,"SEDAN",4,"M","C",3
"4273",0,0.97,0.1341546886,"UTE",4,"F","E",2
"4274",0,1.49,0.501026694,"HBACK",2,"F","A",1
"4275",0,0.76,0.501026694,"SEDAN",4,"M","C",3
"4276",0,0.44,0.501026694,"STNWG",4,"M","B",2
"4277",0,1.35,0.7912388775,"HBACK",2,"F","D",2
"4278",0,1.42,0.9062286105,"SEDAN",3,"M","E",2
"4279",0,0.68,0.3230663929,"HBACK",4,"F","E",5
"4280",0,1.37,0.1177275838,"SEDAN",3,"F","C",1
"4281",1,2.36,0.925393566,"STNWG",3,"F","C",2
"4282",0,0.96,0.7008898015,"HBACK",3,"F","B",3
"4283",0,1.01,0.9034907597,"HBACK",3,"M","A",5
"4284",0,0.82,0.8295687885,"SEDAN",4,"M","B",4
"4285",0,2.6,0.501026694,"HDTOP",3,"F","D",4
"4286",0,4.5,0.0930869268,"STNWG",2,"F","E",3
"4287",0,1.17,0.0082135524,"STNWG",4,"F","A",3
"4288",0,0.84,0.501026694,"HBACK",4,"F","C",1
"4289",0,2.43,0.501026694,"UTE",2,"F","C",3
"4290",0,0.62,0.501026694,"STNWG",4,"F","C",4
"4291",0,2.49,0.8295687885,"SEDAN",2,"F","B",5
"4292",0,2.03,0.0930869268,"HBACK",1,"F","C",3
"4293",0,0.78,0.3203285421,"HBACK",3,"F","B",2
"4294",0,2.16,0.2874743326,"UTE",2,"F","C",3
"4295",0,1.26,0.8405201916,"HDTOP",4,"M","C",5
"4296",0,0.31,0.501026694,"HBACK",4,"M","B",3
"4297",0,0.7,0.0793976728,"HBACK",3,"M","C",5
"4298",0,4.66,0.4407939767,"STNWG",1,"F","B",2
"4299",0,1.7,0.501026694,"HDTOP",3,"M","B",1
"4300",0,1.51,0.93908282,"MIBUS",4,"M","B",4
"4301",0,2.42,0.2381930185,"STNWG",3,"F","B",3
"4302",0,1.7,0.8843258042,"HBACK",1,"M","A",1
"4303",0,1.21,0.8815879535,"HBACK",2,"F","C",2
"4304",1,0.71,0.9062286105,"SEDAN",4,"M","D",3
"4305",0,2.43,0.8268309377,"SEDAN",1,"M","A",2
"4306",0,1.86,0.8295687885,"HBACK",3,"M","C",3
"4307",0,2.16,0.501026694,"HBACK",1,"F","F",2
"4308",0,0.77,0.9089664613,"HBACK",3,"F","A",5
"4309",0,1.53,0.1149897331,"UTE",4,"M","E",2
"4310",0,0.94,0.0410677618,"STNWG",4,"M","E",3
"4311",0,4.05,0.9911019849,"STNWG",2,"F","E",2
"4312",0,1.3,0.2026009582,"SEDAN",3,"F","C",1
"4313",0,2.2,0.1067761807,"HDTOP",3,"M","B",2
"4314",0,4.11,0.8843258042,"STNWG",1,"M","D",5
"4315",0,0.52,0.0027378508,"SEDAN",4,"F","C",4
"4316",0,4.14,0.2874743326,"STNWG",2,"M","E",4
"4317",0,2.38,0.4517453799,"STNWG",3,"F","F",2
"4318",0,2.02,0.3367556468,"SEDAN",1,"M","A",5
"4319",0,1.3,0.501026694,"STNWG",4,"M","D",5
"4320",0,1.27,0.501026694,"STNWG",4,"F","A",3
"4321",0,0.6,0.3367556468,"COUPE",4,"F","D",4
"4322",0,2.74,0.0082135524,"STNWG",3,"M","E",3
"4323",0,1.13,0.9993155373,"HBACK",3,"F","D",2
"4324",1,1.8,0.9062286105,"STNWG",2,"F","A",5
"4325",0,0.88,0.9062286105,"SEDAN",3,"F","B",3
"4326",0,1.5,0.0082135524,"HBACK",2,"F","B",3
"4327",1,4.71,0.9993155373,"STNWG",1,"F","D",6
"4328",0,2.68,0.0082135524,"SEDAN",1,"M","C",3
"4329",1,1.13,0.2436687201,"SEDAN",3,"F","A",1
"4330",0,0.71,0.2026009582,"SEDAN",4,"F","C",2
"4331",0,0.95,0.6981519507,"SEDAN",4,"F","C",2
"4332",1,2.24,0.8076659822,"STNWG",3,"M","B",2
"4333",0,1.47,0.4216290212,"HBACK",1,"M","C",5
"4334",0,1.8,0.1232032854,"SEDAN",2,"F","A",3
"4335",0,0.96,0.9993155373,"UTE",4,"M","D",4
"4336",0,1.89,0.8843258042,"SEDAN",3,"M","B",4
"4337",0,1.29,0.0082135524,"COUPE",4,"M","B",2
"4338",0,1.36,0.0082135524,"HBACK",2,"M","B",5
"4339",0,2.03,0.9911019849,"SEDAN",4,"M","B",6
"4340",0,1.92,0.0848733744,"SEDAN",2,"M","A",6
"4341",0,1.38,0.8843258042,"HBACK",1,"M","C",2
"4342",0,3.22,0.3613963039,"STNWG",3,"F","C",3
"4343",0,0.99,0.0629705681,"UTE",4,"M","A",1
"4344",0,1.87,0.8843258042,"SEDAN",2,"F","C",2
"4345",0,1.75,0.501026694,"SEDAN",2,"F","B",3
"4346",0,1.71,0.1177275838,"SEDAN",2,"F","B",3
"4347",0,1.13,0.501026694,"HBACK",2,"F","C",5
"4348",0,0.39,0.8624229979,"HBACK",4,"F","C",2
"4349",0,2.95,0.501026694,"STNWG",3,"M","F",2
