clm,exposure,numclaims,claimcst0,veh_body,veh_age,gender,area,agecat,veh_value
0,0.136892539,0,0,HBACK,3,F,A,5,0.77
0,0.821355236,0,0,HBACK,4,F,D,5,0.41
0,0.821355236,0,0,HBACK,1,M,A,5,1.41
0,0.761122519,0,0,HBACK,1,F,C,5,1.47
0,0.1724846,0,0,STNWG,2,M,F,3,3.32
0,0.112251882,0,0,SEDAN,4,M,D,2,0.59
0,0.41615332,0,0,HBACK,4,M,C,4,0.46
0,0.1724846,0,0,STNWG,3,M,C,2,2.92
0,0.41615332,0,0,PANVN,1,M,A,1,3.44
1,0.922655715,1,1983.059998,HBACK,2,M,B,2,1.48
0,0.922655715,0,0,SEDAN,2,M,B,5,1.38
0,0.922655715,0,0,HBACK,3,F,A,4,0.88
0,0.167008898,0,0,UTE,4,M,C,1,1.23
0,0.769336071,0,0,SEDAN,3,M,C,4,0.97
0,0.769336071,0,0,HBACK,3,M,C,6,0.84
0,0.772073922,0,0,PANVN,3,M,B,3,1.77
0,0.772073922,0,0,HDTOP,2,F,F,4,2.38
0,0.772073922,0,0,SEDAN,1,F,C,3,1.65
0,0.1724846,0,0,SEDAN,3,M,D,2,1.13
0,0.826830938,0,0,HBACK,1,F,B,3,1.55
0,0.772073922,0,0,HBACK,1,M,C,2,1.83
0,0.1724846,0,0,STNWG,1,M,A,4,4.48
0,0.1724846,0,0,STNWG,1,M,A,6,2.68
0,0.772073922,0,0,HBACK,3,F,D,3,1.06
0,0.073921971,0,0,SEDAN,4,F,C,3,1.23
0,0.772073922,0,0,STNWG,1,F,E,3,4.45
0,0.1724846,0,0,HBACK,4,F,B,5,0.34
0,0.826830938,0,0,STNWG,4,M,B,1,1.33
0,0.569472964,0,0,SEDAN,2,F,B,5,1.84
0,0.829568789,0,0,SEDAN,2,M,C,5,1.93
0,0.202600958,0,0,HBACK,2,F,A,4,0.99
0,0.772073922,0,0,STNWG,2,M,F,2,3.96
0,0.41615332,0,0,HBACK,3,F,C,4,1.03
0,0.821355236,0,0,SEDAN,2,M,C,3,1.81
1,0.851471595,1,660.29,SEDAN,2,M,D,5,3.04
0,0.246406571,0,0,SEDAN,4,F,C,4,1.2
0,0.1724846,0,0,UTE,3,M,C,6,0.97
0,0.41615332,0,0,HBACK,3,F,C,3,0.93
0,0.1724846,0,0,STNWG,4,M,C,4,1.67
0,0.024640657,0,0,STNWG,1,M,B,3,4.799
0,0.1724846,0,0,HBACK,4,F,A,4,0.58
0,0.772073922,0,0,HBACK,1,F,A,2,1.71
0,0.177960301,0,0,HBACK,3,F,A,2,2.15
0,0.772073922,0,0,HDTOP,2,F,D,3,3.76
0,0.772073922,0,0,PANVN,4,M,B,4,0.35
0,0.821355236,0,0,UTE,4,M,E,2,1.39
0,0.169746749,0,0,HDTOP,3,M,C,4,2.59
0,0.772073922,0,0,PANVN,2,M,D,1,2.57
0,0.443531828,0,0,HBACK,1,F,E,5,1.37
0,0.813141684,0,0,STNWG,2,M,B,5,3.9
1,0.772073922,1,390,STNWG,1,F,E,5,5.499
0,0.772073922,0,0,SEDAN,1,F,C,3,2.9
0,0.1724846,0,0,SEDAN,1,M,B,2,1.87
0,0.821355236,0,0,HBACK,4,F,A,2,0.44
0,0.826830938,0,0,HBACK,1,M,B,1,1.34
0,0.180698152,0,0,UTE,2,M,C,2,1.74
0,0.821355236,0,0,SEDAN,1,F,C,1,2.43
0,0.772073922,0,0,SEDAN,1,M,B,4,2.42
1,0.413415469,1,369.1499996,SEDAN,4,F,C,4,1.71
0,0.41615332,0,0,STNWG,1,F,F,2,5.21
0,0.772073922,0,0,HBACK,1,F,E,3,1.5
0,0.41615332,0,0,STNWG,1,F,A,4,2.75
0,0.594113621,0,0,HBACK,1,F,B,2,1.6143
0,0.216290212,0,0,STNWG,4,F,D,2,0.76
0,0.41615332,0,0,HBACK,4,F,B,5,0.43
0,0.818617385,0,0,STNWG,3,M,C,4,1.06
0,0.41615332,0,0,COUPE,4,F,C,1,0.53
0,0.169746749,0,0,SEDAN,2,F,C,5,1.47
0,0.177960301,0,0,SEDAN,1,F,C,2,2.099
0,0.41889117,0,0,STNWG,2,M,A,3,3.81
0,0.177960301,0,0,COUPE,1,F,C,3,3.16
0,0.821355236,0,0,UTE,1,F,B,2,3.77
0,0.410677618,0,0,HBACK,1,F,C,5,1.578
0,0.829568789,0,0,HBACK,2,M,A,4,1.85
0,0.55578371,0,0,HBACK,2,F,C,5,1.3
0,0.919917865,0,0,HBACK,3,F,C,1,0.73
0,0.123203285,0,0,STNWG,1,F,F,1,3.59
0,0.229979466,0,0,STNWG,4,F,E,4,1.66
0,0.569472964,0,0,STNWG,1,F,E,2,2.92
0,0.413415469,0,0,SEDAN,2,F,C,4,1.98
1,0.821355236,1,2678.649994,COUPE,3,M,C,2,1.41
0,0.821355236,0,0,SEDAN,2,M,C,1,1.74
0,0.829568789,0,0,SEDAN,3,M,C,2,1.03
0,0.177960301,0,0,UTE,3,F,D,2,1.98
0,0.202600958,0,0,STNWG,4,F,C,4,1.08
0,0.177960301,0,0,STNWG,4,F,C,4,1.1
0,0.818617385,0,0,STNWG,1,M,C,5,3.19
0,0.821355236,0,0,UTE,1,M,D,6,3.77
0,0.06844627,0,0,STNWG,1,M,F,4,2.85
0,0.501026694,0,0,STNWG,4,M,E,2,1.48
0,0.821355236,0,0,SEDAN,2,M,A,5,4.8
0,0.112251882,0,0,STNWG,2,M,C,6,4.31
0,0.772073922,0,0,COUPE,4,M,B,4,0.87
0,0.093086927,0,0,UTE,3,M,A,4,1.9
0,0.358658453,0,0,SEDAN,3,F,E,1,1.27
0,0.229979466,0,0,STNWG,4,M,E,4,1.57
0,0.191649555,0,0,SEDAN,2,M,A,3,1.84
0,0.079397673,0,0,COUPE,3,F,A,4,1.27
0,0.229979466,0,0,SEDAN,3,F,E,4,0.91
0,0.301163587,0,0,STNWG,4,F,A,2,1.14
0,0.413415469,0,0,TRUCK,4,F,F,1,1.22
0,0.123203285,0,0,SEDAN,1,F,E,6,3.69
0,0.413415469,0,0,UTE,1,F,F,3,3.36
0,0.123203285,0,0,UTE,4,M,E,1,1.7
0,0.807665982,0,0,HBACK,3,F,A,3,1.03
1,0.758384668,1,1818.819996,STNWG,1,M,A,5,3.21
0,0.876112252,0,0,SEDAN,3,F,A,1,1.27
0,0.829568789,0,0,HBACK,3,F,D,4,1.1
0,0.829568789,0,0,STNWG,2,F,B,3,2.95
0,0.271047228,0,0,STNWG,3,M,C,6,2.25
0,0.169746749,0,0,SEDAN,2,F,B,3,1.5
0,0.845995893,0,0,HBACK,2,F,C,2,1.23
0,0.413415469,0,0,STNWG,1,F,F,2,7.15
0,0.169746749,0,0,SEDAN,3,F,C,1,0.97
0,0.569472964,0,0,HBACK,2,M,B,5,1.36
0,0.043805613,0,0,HBACK,3,F,D,1,0.99
0,0.722792608,0,0,STNWG,4,M,D,3,0.76
0,0.413415469,0,0,SEDAN,1,F,A,5,2.18
0,0.413415469,0,0,HBACK,4,M,A,1,0.46
0,0.429842574,0,0,MIBUS,4,F,C,3,1.26
0,0.501026694,0,0,SEDAN,2,F,A,3,5.59
0,0.123203285,0,0,STNWG,1,F,D,2,2.7
0,0.180698152,0,0,HBACK,2,F,A,3,1.99
0,0.840520192,0,0,HBACK,3,F,A,1,0.7
0,0.005475702,0,0,SEDAN,2,F,C,4,1.36
0,0.876112252,0,0,SEDAN,2,F,B,2,1.55
0,0.076659822,0,0,STNWG,2,M,B,2,4.16
0,0.602327173,0,0,SEDAN,4,F,B,2,0.83
0,0.585900068,0,0,HBACK,4,F,C,2,0.95
0,0.774811773,0,0,MCARA,2,M,F,4,7
0,0.878850103,0,0,HBACK,1,F,C,3,1.559
0,0.506502396,0,0,HBACK,2,F,B,5,1.99
0,0.123203285,0,0,HBACK,2,F,C,3,1.24
0,0.818617385,0,0,STNWG,4,M,B,1,1.82
0,0.413415469,0,0,STNWG,4,F,F,1,1.99
0,0.413415469,0,0,SEDAN,4,F,B,2,0.79
0,0.413415469,0,0,STNWG,3,M,F,3,2.23
0,0.501026694,0,0,HBACK,1,F,B,3,1.37
0,0.829568789,0,0,HBACK,2,M,A,5,1.84
0,0.169746749,0,0,HBACK,2,F,C,4,1.3
1,0.281998631,2,13116.40997,HBACK,2,F,A,1,1.89
0,0.34770705,0,0,SEDAN,3,M,A,5,1.28
0,0.358658453,0,0,SEDAN,2,M,B,6,1.85
1,0.602327173,1,1199.4,SEDAN,3,M,B,3,1.64
0,0.829568789,0,0,HBACK,2,F,A,5,1.57
0,0.062970568,0,0,STNWG,4,F,E,4,0.9
0,0.229979466,0,0,HBACK,4,F,C,4,0.31
0,0.169746749,0,0,SEDAN,4,F,C,4,0.35
0,0.24366872,0,0,STNWG,1,M,E,4,7.15
0,0.413415469,0,0,HBACK,2,F,A,2,1.14
0,0.169746749,0,0,STNWG,4,F,D,4,0.69
0,0.180698152,0,0,HBACK,2,M,A,2,1.39
0,0.396988364,0,0,SEDAN,3,F,C,3,1.75
0,0.169746749,0,0,HBACK,2,F,C,2,1.5
0,0.646132786,0,0,SEDAN,1,F,C,4,2.3
0,0.832306639,0,0,HBACK,3,M,A,6,0.88
0,0.832306639,0,0,HBACK,1,M,A,6,1.73
0,0.83504449,0,0,SEDAN,2,M,D,6,1.71
0,0.024640657,0,0,UTE,1,M,A,6,2.883
0,0.164271047,0,0,UTE,4,M,B,6,0.95
0,0.832306639,0,0,SEDAN,3,F,C,6,1.07
0,0.213552361,0,0,SEDAN,3,F,B,4,1.32
0,0.892539357,0,0,SEDAN,1,M,C,2,1.65
0,0.832306639,0,0,SEDAN,3,M,C,6,1.41
1,0.832306639,1,1331.41,STNWG,3,F,B,6,2.05
0,0.832306639,0,0,SEDAN,4,F,C,6,0.48
0,0.501026694,0,0,STNWG,4,F,E,2,1.89
0,0.829568789,0,0,SEDAN,2,M,B,2,1.21
0,0.169746749,0,0,HBACK,2,M,D,5,1.46
0,0.829568789,0,0,HBACK,3,F,A,1,0.87
0,0.83504449,0,0,HBACK,2,F,A,6,1.57
0,0.832306639,0,0,HBACK,3,M,C,6,0.93
0,0.83504449,0,0,HBACK,4,F,C,3,0.19
0,0.83504449,0,0,SEDAN,2,M,E,4,1.8
0,0.83504449,0,0,SEDAN,3,F,B,4,1.2
0,0.829568789,0,0,SEDAN,2,M,B,6,1.74
1,0.498288843,1,1362.349999,HBACK,1,F,A,4,1.37
0,0.832306639,0,0,UTE,4,M,E,6,1.33
0,0.829568789,0,0,UTE,2,M,A,2,3.57
0,0.435318275,0,0,HBACK,3,M,B,4,0.77
0,0.83504449,0,0,STNWG,2,M,F,5,6.11
0,0.83504449,0,0,SEDAN,2,F,B,4,1.49
0,0.829568789,0,0,STNWG,4,M,D,4,1.31
0,0.167008898,0,0,STNWG,3,M,C,5,2.95
0,0.829568789,0,0,SEDAN,2,F,B,5,1.94
0,0.83504449,0,0,STNWG,2,M,D,5,4.09
0,0.164271047,0,0,SEDAN,4,M,C,4,0.7
0,0.167008898,0,0,SEDAN,2,M,D,5,1.8
0,0.728268309,0,0,TRUCK,1,M,D,5,4.74
0,0.123203285,0,0,HBACK,2,M,C,1,1.17
0,0.832306639,0,0,SEDAN,4,M,A,6,0.73
0,0.355920602,0,0,HBACK,4,F,A,5,0.82
0,0.876112252,0,0,STNWG,2,F,C,1,2.16
0,0.498288843,0,0,STNWG,4,M,F,3,1.93
0,0.073921971,0,0,SEDAN,3,M,C,6,1.29
1,0.83504449,1,703.0799999,SEDAN,2,M,C,5,2.07
0,0.83504449,0,0,UTE,3,M,B,4,2.14
0,0.83504449,0,0,HBACK,2,M,B,5,1.04
0,0.829568789,0,0,STNWG,2,M,D,5,4.27
0,0.832306639,0,0,SEDAN,3,F,C,4,1.14
0,0.83504449,0,0,SEDAN,4,M,C,4,0.48
0,0.829568789,0,0,SEDAN,1,M,A,6,2.56
0,0.826830938,0,0,SEDAN,2,M,C,4,2.51
0,0.495550993,0,0,HBACK,2,M,A,3,1.53
0,0.832306639,0,0,UTE,1,F,D,3,3.29
0,0.169746749,0,0,SEDAN,3,F,A,4,1.58
0,0.164271047,0,0,SEDAN,4,M,B,3,0.97
0,0.128678987,0,0,HBACK,4,F,A,6,0.73
0,0.301163587,0,0,STNWG,4,F,D,4,0.65
0,0.123203285,0,0,SEDAN,3,F,A,4,1.18
0,0.832306639,0,0,SEDAN,4,F,A,3,0.76
1,0.832306639,1,369.1499996,STNWG,2,F,C,5,5.83
0,0.829568789,0,0,HBACK,3,F,C,6,0.88
0,0.167008898,0,0,HBACK,3,F,B,3,1.14
0,0.83504449,0,0,STNWG,4,M,C,4,1.63
0,0.83504449,0,0,SEDAN,4,F,C,5,1.08
0,0.829568789,0,0,STNWG,3,M,B,5,2.54
0,0.829568789,0,0,HBACK,4,M,C,4,0.66
0,0.829568789,0,0,SEDAN,2,F,B,5,1.63
0,0.832306639,0,0,SEDAN,4,F,A,3,0.41
0,0.832306639,0,0,HBACK,2,M,B,4,1.74
0,0.616016427,0,0,SEDAN,1,F,D,6,2.38
0,0.169746749,0,0,MIBUS,3,M,A,3,1.9
0,0.041067762,0,0,SEDAN,1,M,D,6,2.8
0,0.254620123,0,0,SEDAN,1,M,A,3,4.05
0,0.832306639,0,0,HBACK,4,M,C,5,0.77
0,0.602327173,0,0,HBACK,2,F,A,3,2.02
0,0.829568789,0,0,SEDAN,3,F,B,3,1.07
0,0.941820671,0,0,STNWG,1,M,A,3,5.18
0,0.83504449,0,0,STNWG,3,M,A,6,2.62
0,0.83504449,0,0,STNWG,4,F,E,3,1.63
0,0.722792608,0,0,STNWG,4,F,D,3,1.31
0,0.83504449,0,0,HBACK,4,F,C,4,0.54
0,0.829568789,0,0,SEDAN,3,F,C,6,1.28
0,0.829568789,0,0,SEDAN,4,F,A,6,0.73
0,0.169746749,0,0,SEDAN,3,F,C,3,1.43
0,0.602327173,0,0,HBACK,3,M,C,3,2.05
0,0.83504449,0,0,SEDAN,4,F,B,5,0.54
0,0.83504449,0,0,HBACK,2,F,B,4,1.79
0,0.83504449,0,0,SEDAN,4,F,C,4,1.07
0,0.83504449,0,0,HBACK,2,M,C,4,1.04
0,0.829568789,0,0,STNWG,2,F,C,4,4.04
0,0.167008898,0,0,SEDAN,2,F,A,5,1.85
0,0.470910335,0,0,TRUCK,4,M,B,3,1.45
0,0.83504449,0,0,HBACK,2,F,A,3,1.57
0,0.829568789,0,0,HBACK,4,F,C,4,0.43
0,0.83504449,0,0,STNWG,3,M,D,5,2.05
0,0.314852841,0,0,SEDAN,1,M,A,6,2.65
0,0.410677618,0,0,SEDAN,2,F,E,4,2.07
0,0.83504449,0,0,TRUCK,3,F,B,4,2.64
1,0.498288843,1,511.8199997,STNWG,2,F,E,4,2.8
0,0.167008898,0,0,SEDAN,2,F,A,4,1.9
0,0.164271047,0,0,SEDAN,4,M,C,4,0.59
0,0.501026694,0,0,PANVN,1,F,B,3,1.89
0,0.829568789,0,0,STNWG,4,F,D,5,1.67
0,0.829568789,0,0,PANVN,3,M,B,5,1.46
0,0.829568789,0,0,HBACK,3,F,A,5,1.36
1,0.205338809,1,200,PANVN,1,M,D,6,1.93
0,0.83504449,0,0,UTE,4,F,E,4,1.21
0,0.83504449,0,0,SEDAN,4,F,B,3,0.39
0,0.999315537,0,0,SEDAN,1,F,D,5,2.05
0,0.114989733,0,0,HBACK,1,M,D,4,1.36
1,0.832306639,2,1713.199998,UTE,4,M,E,5,0.96
0,0.098562628,0,0,COUPE,4,F,A,5,0.43
0,0.876112252,0,0,SEDAN,1,F,E,6,2.59
0,0.829568789,0,0,HBACK,4,F,A,5,0.37
0,0.481861739,0,0,SEDAN,1,F,B,5,2.32
0,0.829568789,0,0,SEDAN,4,F,D,6,0.72
0,0.002737851,0,0,SEDAN,4,F,C,3,0.82
0,0.692676249,0,0,UTE,1,M,D,3,3.96
0,0.167008898,0,0,HBACK,4,F,C,3,0.73
0,0.832306639,0,0,HBACK,2,F,B,6,1.38
0,0.635181383,0,0,HBACK,3,F,C,2,1.21
0,0.169746749,0,0,SEDAN,3,F,C,4,1.96
0,0.229979466,0,0,HBACK,4,M,C,3,0.43
0,0.83504449,0,0,SEDAN,4,F,A,6,0.71
0,0.832306639,0,0,PANVN,4,M,D,3,0.39
0,0.832306639,0,0,STNWG,3,M,A,5,1.86
0,0.83504449,0,0,SEDAN,4,F,B,2,0.39
0,0.83504449,0,0,STNWG,3,F,C,3,2.24
0,0.55578371,0,0,STNWG,4,M,D,3,0.7
1,0.350444901,1,19041.35999,COUPE,4,M,E,4,1.46
0,0.832306639,0,0,STNWG,2,F,E,3,4.46
0,0.829568789,0,0,SEDAN,3,M,B,3,1.19
0,0.810403833,0,0,SEDAN,2,M,F,4,1.71
0,0.83504449,0,0,SEDAN,2,F,C,6,1.63
0,0.947296372,0,0,HBACK,1,F,B,6,2.099
0,0.83504449,0,0,HBACK,2,M,C,6,1.74
0,0.164271047,0,0,SEDAN,4,F,A,3,1.21
0,0.569472964,0,0,STNWG,4,F,A,4,1.92
0,0.83504449,0,0,STNWG,4,M,C,4,1.51
0,0.829568789,0,0,SEDAN,2,M,B,6,2.33
0,0.802190281,0,0,SEDAN,3,F,B,3,1.26
0,0.999315537,0,0,HBACK,2,F,E,2,1.36
0,0.829568789,0,0,STNWG,3,M,E,5,2.94
0,0.829568789,0,0,SEDAN,3,M,C,4,1.81
0,0.829568789,0,0,SEDAN,4,F,B,3,0.73
0,0.123203285,0,0,STNWG,3,M,D,3,2.42
0,0.829568789,0,0,HBACK,4,M,C,5,0.82
0,0.829568789,0,0,HBACK,4,M,C,4,0.72
0,0.369609856,0,0,SEDAN,3,F,C,5,1.24
0,0.83504449,0,0,STNWG,1,M,A,6,6.05
0,0.344969199,0,0,STNWG,2,F,D,2,3.66
0,0.55578371,0,0,STNWG,1,M,C,1,5.59
1,0.832306639,1,2917.5,SEDAN,2,F,C,5,1.87
0,0.832306639,0,0,HDTOP,3,M,C,5,1.62
0,0.052019165,0,0,HBACK,2,F,C,3,0.99
0,0.501026694,0,0,HBACK,1,F,B,2,1.37
0,0.922655715,0,0,STNWG,4,M,A,3,1.95
0,0.829568789,0,0,UTE,4,F,D,5,1.44
1,0.569472964,1,5551,HBACK,2,F,C,1,1.92
0,0.443531828,0,0,STNWG,4,M,D,3,1.49
0,0.829568789,0,0,STNWG,4,F,C,3,0.44
0,0.829568789,0,0,STNWG,3,F,D,3,2.2
0,0.829568789,0,0,HBACK,3,F,C,3,1.23
0,0.501026694,0,0,SEDAN,4,F,A,3,0.71
0,0.681724846,0,0,HBACK,3,F,A,2,0.8
1,0.829568789,1,364.6799998,STNWG,2,M,C,4,3.79
0,0.829568789,0,0,SEDAN,1,M,A,4,2.81
0,0.829568789,0,0,SEDAN,3,F,F,2,0.84
0,0.55578371,0,0,UTE,4,F,B,3,0.9
0,0.83504449,0,0,HDTOP,3,F,A,2,1.77
0,0.832306639,0,0,HBACK,4,M,E,5,0.72
0,0.832306639,0,0,HBACK,2,F,C,4,1.38
0,0.164271047,0,0,STNWG,3,M,B,3,2.55
0,0.83504449,0,0,SEDAN,2,F,E,6,2.04
0,0.514715948,0,0,STNWG,4,F,F,2,1.94
0,0.999315537,0,0,STNWG,3,F,C,5,2.55
0,0.301163587,0,0,STNWG,2,M,A,1,3.65
0,0.83504449,0,0,HBACK,4,F,C,3,0.66
0,0.83504449,0,0,STNWG,4,M,C,3,1.22
0,0.186173854,0,0,STNWG,3,M,A,3,3.04
0,0.83504449,0,0,HBACK,4,M,C,5,0.45
0,0.83504449,0,0,STNWG,3,M,C,4,2.5
0,0.394250513,0,0,HBACK,1,M,C,6,1.89
0,0.459958932,0,0,HDTOP,4,M,F,3,1.67
0,0.498288843,0,0,MCARA,4,M,D,4,2.61
1,0.83504449,1,200,SEDAN,3,M,A,6,1.28
0,0.83504449,0,0,SEDAN,3,M,C,6,1.29
0,0.829568789,0,0,HDTOP,4,F,D,1,1.67
0,0.832306639,0,0,SEDAN,2,F,A,4,1.88
0,0.796714579,0,0,HDTOP,4,F,C,2,0.99
0,0.832306639,0,0,COUPE,2,M,C,2,2.79
0,0.832306639,0,0,HBACK,4,F,C,3,0.93
0,0.829568789,0,0,SEDAN,4,F,C,4,0.73
0,0.167008898,0,0,HBACK,4,M,B,3,1.28
0,0.169746749,0,0,UTE,4,M,A,1,0.4
0,0.167008898,0,0,STNWG,4,F,A,3,2.49
0,0.569472964,0,0,STNWG,3,F,A,4,1.43
0,0.287474333,0,0,STNWG,4,F,B,3,0.7
0,0.62422998,0,0,UTE,1,M,C,3,3.74
0,0.829568789,0,0,STNWG,1,F,B,3,4.73
0,0.829568789,0,0,HBACK,2,M,A,2,1.57
0,0.829568789,0,0,STNWG,3,F,D,5,1.61
1,0.169746749,1,349.25,STNWG,4,M,A,5,2.49
0,0.824093087,0,0,STNWG,2,F,C,4,2.35
0,0.123203285,0,0,STNWG,1,M,C,3,2.68
0,0.796714579,0,0,SEDAN,2,F,A,1,1.89
0,0.829568789,0,0,STNWG,3,M,A,2,2.5
0,0.829568789,0,0,SEDAN,2,F,D,6,1.73
0,0.569472964,0,0,HBACK,2,M,C,2,1.3
0,0.829568789,0,0,SEDAN,3,F,C,1,1.15
0,0.057494867,0,0,SEDAN,3,M,B,2,0.84
0,0.83504449,0,0,STNWG,1,M,C,3,2.83
0,0.123203285,0,0,STNWG,2,M,D,4,3.68
0,0.832306639,0,0,HBACK,4,M,C,5,0.66
0,0.569472964,0,0,SEDAN,2,F,B,5,2.06
0,0.876112252,0,0,HBACK,2,F,C,1,1.37
0,0.164271047,0,0,SEDAN,4,F,B,4,0.75
0,0.202600958,0,0,SEDAN,3,M,C,5,0.97
0,0.167008898,0,0,STNWG,2,M,A,2,3.19
0,0.747433265,0,0,HBACK,4,M,D,4,0.43
0,0.793976728,0,0,SEDAN,3,M,B,1,0.87
0,0.999315537,0,0,SEDAN,2,M,A,2,1.41
0,0.83504449,0,0,HBACK,2,F,C,6,1.28
0,0.83504449,0,0,HBACK,3,M,C,6,0.93
0,0.832306639,0,0,HDTOP,3,M,F,4,1.77
0,0.164271047,0,0,STNWG,3,M,C,2,1.69
0,0.829568789,0,0,STNWG,3,M,F,5,2.68
0,0.963723477,0,0,STNWG,1,F,A,5,2.999
0,0.83504449,0,0,HBACK,3,F,C,3,1.65
0,0.164271047,0,0,SEDAN,4,M,A,4,6.94
0,0.83504449,0,0,HBACK,3,F,C,1,0.93
0,0.498288843,0,0,SEDAN,4,F,D,3,0.54
0,0.829568789,0,0,SEDAN,3,F,A,6,1.37
0,0.83504449,0,0,STNWG,2,F,A,3,1.79
0,0.443531828,0,0,HBACK,1,M,B,4,1.7
0,0.83504449,0,0,SEDAN,4,M,E,4,0.65
0,0.832306639,0,0,SEDAN,3,F,D,3,0.79
0,0.164271047,0,0,HBACK,3,F,B,3,1.27
0,0.251882272,0,0,STNWG,1,M,C,4,4.71
0,0.052019165,0,0,SEDAN,1,F,A,4,2.21
0,0.832306639,0,0,HBACK,2,F,A,2,1.38
0,0.167008898,0,0,HBACK,3,F,C,3,1.87
0,0.83504449,0,0,STNWG,4,F,B,2,1.82
0,0.796714579,0,0,TRUCK,3,M,F,2,2.85
1,0.83504449,1,471.1199999,STNWG,2,F,E,5,3.58
0,0.164271047,0,0,SEDAN,3,M,C,3,1.49
0,0.832306639,0,0,HBACK,3,F,C,4,0.8
0,0.167008898,0,0,STNWG,4,M,C,2,2.23
0,0.832306639,0,0,HBACK,1,F,B,3,1.31
0,0.832306639,0,0,PANVN,4,F,A,6,0.6
0,0.490075291,0,0,STNWG,3,M,D,2,2.13
0,0.832306639,0,0,HBACK,3,F,E,4,1.22
0,0.832306639,0,0,HBACK,3,F,B,1,0.77
0,0.832306639,0,0,HDTOP,3,M,C,4,2.02
0,0.205338809,0,0,SEDAN,4,M,C,6,0.66
0,0.878850103,0,0,SEDAN,3,F,F,1,0.97
0,0.832306639,0,0,HDTOP,2,F,F,1,4.19
0,0.501026694,0,0,TRUCK,2,M,C,3,2.14
0,0.167008898,0,0,HDTOP,3,M,D,4,1.92
0,0.169746749,0,0,SEDAN,4,F,B,1,0.68
0,0.832306639,0,0,HBACK,4,F,A,2,0.48
0,0.167008898,0,0,HBACK,3,F,B,1,1.09
0,0.123203285,0,0,HBACK,3,F,B,5,1.01
0,0.169746749,0,0,HBACK,3,M,A,6,0.99
0,0.55578371,0,0,TRUCK,1,M,A,4,4.38
1,0.323066393,1,1231.66,STNWG,1,F,C,2,4.7
0,0.20807666,0,0,STNWG,4,M,F,2,1.98
0,0.188911704,0,0,SEDAN,4,F,C,1,0.84
0,0.829568789,0,0,SEDAN,3,M,A,6,6.3
1,0.569472964,1,350.29,COUPE,4,F,A,4,0.79
0,0.829568789,0,0,UTE,4,M,E,2,1.24
0,0.829568789,0,0,SEDAN,3,F,A,4,1.19
0,0.079397673,0,0,SEDAN,2,F,C,1,1.92
0,0.169746749,0,0,STNWG,3,M,A,5,1.52
0,0.829568789,0,0,SEDAN,3,F,C,6,1.42
0,0.832306639,0,0,SEDAN,3,M,A,3,1.2
0,0.832306639,0,0,STNWG,4,F,A,4,2.63
0,0.079397673,0,0,HBACK,2,M,C,4,1.41
0,0.227241615,0,0,HBACK,2,F,C,6,1.3
0,0.443531828,0,0,UTE,3,M,C,2,1.8
0,0.832306639,0,0,SEDAN,3,F,A,3,1.24
0,0.83504449,0,0,SEDAN,3,F,D,2,1.6
0,0.793976728,0,0,UTE,4,M,B,4,0.22
1,0.164271047,1,353.77,HBACK,2,F,B,3,1.74
0,0.164271047,0,0,STNWG,1,F,C,4,4.73
0,0.123203285,0,0,HBACK,4,F,C,4,0.54
0,0.83504449,0,0,HBACK,2,F,B,1,1.04
0,0.221765914,0,0,SEDAN,2,F,C,4,1.65
0,0.83504449,0,0,SEDAN,2,M,A,5,2.21
0,0.876112252,0,0,STNWG,2,F,A,3,2.38
0,0.829568789,0,0,STNWG,3,M,C,5,2.78
0,0.292950034,0,0,HBACK,1,F,D,5,2.33
0,0.016427105,0,0,STNWG,3,M,D,4,2.17
0,0.83504449,0,0,HBACK,3,F,C,4,0.67
1,0.829568789,1,353.77,SEDAN,2,F,C,3,1.81
0,0.325804244,0,0,HBACK,4,F,A,3,0.92
0,0.164271047,0,0,SEDAN,3,F,B,5,1.29
1,0.410677618,1,1135.749998,HBACK,1,F,C,3,2
0,0.83504449,0,0,HBACK,3,F,A,2,1.23
0,0.123203285,0,0,HBACK,1,F,A,2,1.83
1,0.878850103,1,353.77,HBACK,1,F,A,2,1.43
0,0.164271047,0,0,HBACK,4,M,C,2,1.19
0,0.295687885,0,0,HBACK,4,F,C,4,0.43
0,0.136892539,0,0,STNWG,3,M,E,4,2.55
0,0.83504449,0,0,SEDAN,4,F,C,3,0.72
0,0.83504449,0,0,HBACK,2,F,A,6,1.28
0,0.83504449,0,0,SEDAN,2,F,C,2,2.07
0,0.443531828,0,0,UTE,4,M,C,5,0.46
0,0.501026694,0,0,PANVN,3,M,C,1,1.54
0,0.167008898,0,0,SEDAN,2,M,C,2,1.72
0,0.832306639,0,0,SEDAN,1,F,B,5,2.43
0,0.169746749,0,0,SEDAN,1,F,C,4,3.219
0,0.087611225,0,0,SEDAN,4,F,C,2,0.87
0,0.079397673,0,0,UTE,1,M,D,3,3.86
0,0.832306639,0,0,SEDAN,2,F,D,6,1.57
1,0.832306639,1,1333.66,HBACK,2,F,B,2,1.04
0,0.232717317,0,0,SEDAN,3,F,C,1,1.44
0,0.832306639,0,0,SEDAN,3,F,A,3,0.93
0,0.52019165,0,0,SEDAN,3,F,C,5,2.11
0,0.832306639,0,0,TRUCK,4,M,A,3,0.77
0,0.832306639,0,0,SEDAN,4,M,C,6,0.82
